0.9	0.063933629	0.581977315	0.544769394	2.730678958
0.92	0.056406653	0.542371556	0.511778191	2.74018305
0.94	0.054019561	0.52878551	0.500220748	2.768656403
0.96	0.059294642	0.52229509	0.49132579	2.743417939
0.98	0.054345103	0.497663553	0.470617976	2.792688446
1	0.09452052	0.503967092	0.456331861	2.676810008
1.02	0.06439966	0.479154311	0.448296936	2.754933721
1.04	0.054073625	0.473548385	0.447941907	2.754028859
1.05	0.060677193	0.479106192	0.450035373	2.738281811
1.06	0.061713108	0.513982658	0.482263191	2.729415963
1.08	0.067837647	0.610804181	0.569368662	2.650310275
1.1	0.051358681	1.134660701	1.076386024	2.673573648